name,value,date,cover,leiji
Shanghai,188,2020/2/16,140,328
Shanghai,172,2020/2/17,161,333
Shanghai,156,2020/2/18,177,333
Shanghai,147,2020/2/19,186,333
Shanghai,135,2020/2/20,199,334
Shanghai,123,2020/2/21,211,334
Shanghai,108,2020/2/22,227,335
Shanghai,86,2020/2/23,249,335
Shanghai,74,2020/2/24,261,335
Shanghai,68,2020/2/25,268,336
Shanghai,65,2020/2/26,272,337
Shanghai,61,2020/2/27,276,337
Shanghai,58,2020/2/28,279,337
Shanghai,50,2020/2/29,287,337
Shanghai,47,2020/3/1,290,337
Shanghai,45,2020/3/2,292,337
Shanghai,44,2020/3/3,294,338
Shanghai,40,2020/3/4,298,338
Shanghai,36,2020/3/5,303,339
Shanghai,36,2020/3/6,306,342
Shanghai,29,2020/3/7,313,342
Shanghai,28,2020/3/8,314,342
Shanghai,27,2020/3/9,315,342
Shanghai,25,2020/3/10,319,344
Shanghai,24,2020/3/11,320,344
Shanghai,23,2020/3/12,321,344
Shanghai,22,2020/3/13,324,346
Shanghai,29,2020/3/14,324,353
Shanghai,29,2020/3/15,324,353
Shanghai,30,2020/3/16,325,355
Shanghai,33,2020/3/17,325,358
Shanghai,35,2020/3/18,326,361
Shanghai,37,2020/3/19,326,363
Shanghai,45,2020/3/20,326,371
Shanghai,53,2020/3/21,327,380
Shanghai,76,2020/3/22,328,404
Shanghai,75,2020/3/23,329,404
Shanghai,84,2020/3/24,330,414
Shanghai,103,2020/3/25,330,433
Shanghai,120,2020/3/26,331,451
Shanghai,134,2020/3/27,334,468
Shanghai,151,2020/3/28,334,485
Shanghai,158,2020/3/29,334,492
Shanghai,160,2020/3/30,338,498
Shanghai,168,2020/3/31,341,509
Shanghai,175,2020/4/1,341,516
Shanghai,179,2020/4/2,343,522
Shanghai,178,2020/4/3,348,526
Shanghai,173,2020/4/4,356,529
Shanghai,148,2020/4/5,383,531
Shanghai,147,2020/4/6,389,536
Shanghai,132,2020/4/7,406,538
Shanghai,125,2020/4/8,418,543
Shanghai,130,2020/4/9,422,552
Shanghai,120,2020/4/10,435,555
Shanghai,117,2020/4/11,438,555
Shanghai,161,2020/4/12,446,607
Shanghai,172,2020/4/13,446,618
Shanghai,150,2020/4/14,468,618
Shanghai,137,2020/4/15,485,622
Shanghai,139,2020/4/16,489,628
Shanghai,116,2020/4/17,512,628
Shanghai,116,2020/4/18,512,628
Shanghai,114,2020/4/19,521,635
Shanghai,108,2020/4/20,530,638
Shanghai,108,2020/4/21,530,638
Shanxi,1,2020/1/22,0,1
Shanxi,1,2020/1/23,0,1
Shanxi,1,2020/1/24,0,1
Shanxi,6,2020/1/25,0,6
Shanxi,9,2020/1/26,0,9
Shanxi,13,2020/1/27,0,13
Shanxi,27,2020/1/28,0,27
Shanxi,26,2020/1/29,1,27
Shanxi,34,2020/1/30,1,35
Shanxi,38,2020/1/31,1,39
Shanxi,46,2020/2/1,1,47
Shanxi,63,2020/2/2,3,66
Shanxi,72,2020/2/3,2,74
Shanxi,77,2020/2/4,4,81
Shanxi,76,2020/2/5,5,81
Shanxi,84,2020/2/6,12,96
Shanxi,89,2020/2/7,15,104
Shanxi,94,2020/2/8,21,115
Shanxi,94,2020/2/9,25,119
Shanxi,94,2020/2/10,25,119
Shanxi,94,2020/2/11,30,124
Shanxi,93,2020/2/12,33,126
Shanxi,90,2020/2/13,36,126
Shanxi,89,2020/2/14,38,127
Shanxi,82,2020/2/15,46,128
Shanxi,79,2020/2/16,50,129
Shanxi,77,2020/2/17,53,130
Shanxi,70,2020/2/18,61,131
Shanxi,63,2020/2/19,68,131
Shanxi,56,2020/2/20,76,132
Shanxi,54,2020/2/21,78,132
Shanxi,51,2020/2/22,81,132
Shanxi,44,2020/2/23,88,132
Shanxi,39,2020/2/24,94,133
Shanxi,35,2020/2/25,98,133
Shanxi,29,2020/2/26,104,133
Shanxi,26,2020/2/27,107,133
Shanxi,21,2020/2/28,112,133
Shanxi,19,2020/2/29,114,133
Shanxi,17,2020/3/1,116,133
Shanxi,14,2020/3/2,119,133
Shanxi,9,2020/3/3,124,133
Shanxi,9,2020/3/4,124,133
Shanxi,7,2020/3/5,126,133
Shanxi,7,2020/3/6,126,133
Shanxi,7,2020/3/7,126,133
Shanxi,7,2020/3/8,126,133
Shanxi,6,2020/3/9,127,133
Shanxi,2,2020/3/10,131,133
Shanxi,2,2020/3/11,131,133
Shanxi,1,2020/3/12,132,133
Shanxi,0,2020/3/13,133,133
Shanxi,0,2020/3/14,133,133
Shanxi,0,2020/3/15,133,133
Shanxi,0,2020/3/16,133,133
Shanxi,0,2020/3/17,133,133
Shanxi,0,2020/3/18,133,133
Shanxi,0,2020/3/19,133,133
Shanxi,0,2020/3/20,133,133
Shanxi,0,2020/3/21,133,133
Shanxi,0,2020/3/22,133,133
Shanxi,1,2020/3/23,133,134
Shanxi,1,2020/3/24,133,134
Shanxi,1,2020/3/25,133,134
Shanxi,2,2020/3/26,133,135
Shanxi,2,2020/3/27,133,135
Shanxi,2,2020/3/28,133,135
Shanxi,3,2020/3/29,133,136
Shanxi,3,2020/3/30,133,136
Shanxi,3,2020/3/31,133,136
Shanxi,4,2020/4/1,133,137
Shanxi,4,2020/4/2,133,137
Shanxi,4,2020/4/3,133,137
Shanxi,4,2020/4/4,133,137
Shanxi,5,2020/4/5,133,138
Shanxi,5,2020/4/6,133,138
Shanxi,5,2020/4/7,133,138
Shanxi,29,2020/4/8,134,163
Shanxi,32,2020/4/9,134,166
Shanxi,34,2020/4/10,134,168
Shanxi,37,2020/4/11,135,172
Shanxi,37,2020/4/12,135,172
Shanxi,38,2020/4/13,135,173
Shanxi,38,2020/4/14,135,173
Shanxi,51,2020/4/15,135,186
Shanxi,59,2020/4/16,135,194
Shanxi,62,2020/4/17,135,197
Shanxi,62,2020/4/18,135,197
Shanxi,62,2020/4/19,135,197
Shanxi,62,2020/4/20,135,197
Shanxi,57,2020/4/21,140,197
Sichuan,5,2020/1/22,0,5
Sichuan,8,2020/1/23,0,8
Sichuan,15,2020/1/24,0,15
Sichuan,28,2020/1/25,0,28
Sichuan,44,2020/1/26,0,44
Sichuan,69,2020/1/27,0,69
Sichuan,90,2020/1/28,0,90
Sichuan,107,2020/1/29,1,108
Sichuan,141,2020/1/30,1,142
Sichuan,176,2020/1/31,1,177
Sichuan,204,2020/2/1,3,207
Sichuan,220,2020/2/2,11,231
Sichuan,240,2020/2/3,14,254
Sichuan,268,2020/2/4,14,282
Sichuan,277,2020/2/5,24,301
Sichuan,290,2020/2/6,31,321
Sichuan,302,2020/2/7,42,344
Sichuan,304,2020/2/8,60,364
Sichuan,315,2020/2/9,71,386
Sichuan,325,2020/2/10,80,405
Sichuan,332,2020/2/11,85,417
Sichuan,344,2020/2/12,92,436
Sichuan,347,2020/2/13,104,451
Sichuan,349,2020/2/14,114,463
Sichuan,351,2020/2/15,119,470
Sichuan,350,2020/2/16,131,481
Sichuan,339,2020/2/17,156,495
Sichuan,339,2020/2/18,169,508
Sichuan,326,2020/2/19,188,514
Sichuan,303,2020/2/20,217,520
Sichuan,294,2020/2/21,231,525
Sichuan,276,2020/2/22,250,526
Sichuan,265,2020/2/23,261,526
Sichuan,251,2020/2/24,276,527
Sichuan,240,2020/2/25,289,529
Sichuan,224,2020/2/26,307,531
Sichuan,213,2020/2/27,321,534
Sichuan,200,2020/2/28,338,538
Sichuan,187,2020/2/29,351,538
Sichuan,173,2020/3/1,365,538
Sichuan,152,2020/3/2,386,538
Sichuan,144,2020/3/3,394,538
Sichuan,132,2020/3/4,406,538
Sichuan,114,2020/3/5,425,539
Sichuan,97,2020/3/6,442,539
Sichuan,85,2020/3/7,454,539
Sichuan,75,2020/3/8,464,539
Sichuan,73,2020/3/9,466,539
Sichuan,61,2020/3/10,478,539
Sichuan,51,2020/3/11,488,539
Sichuan,41,2020/3/12,498,539
Sichuan,36,2020/3/13,503,539
Sichuan,28,2020/3/14,511,539
Sichuan,23,2020/3/15,516,539
Sichuan,23,2020/3/16,516,539
Sichuan,20,2020/3/17,520,540
Sichuan,15,2020/3/18,525,540
Sichuan,4,2020/3/19,536,540
Sichuan,5,2020/3/20,536,541
Sichuan,6,2020/3/21,536,542
Sichuan,7,2020/3/22,536,543
Sichuan,7,2020/3/23,536,543
Sichuan,9,2020/3/24,536,545
Sichuan,11,2020/3/25,536,547
Sichuan,11,2020/3/26,536,547
Sichuan,12,2020/3/27,536,548
Sichuan,12,2020/3/28,536,548
Sichuan,14,2020/3/29,536,550
Sichuan,14,2020/3/30,536,550
Sichuan,14,2020/3/31,536,550
Sichuan,15,2020/4/1,537,552
Sichuan,17,2020/4/2,537,554
Sichuan,18,2020/4/3,537,555
Sichuan,19,2020/4/4,538,557
Sichuan,19,2020/4/5,539,558
Sichuan,19,2020/4/6,540,559
Sichuan,19,2020/4/7,541,560
Sichuan,19,2020/4/8,541,560
Sichuan,19,2020/4/9,541,560
Sichuan,14,2020/4/10,546,560
Sichuan,13,2020/4/11,547,560
Sichuan,13,2020/4/12,547,560
Sichuan,12,2020/4/13,548,560
Sichuan,12,2020/4/14,548,560
Sichuan,10,2020/4/15,550,560
Sichuan,8,2020/4/16,552,560
Sichuan,8,2020/4/17,552,560
Sichuan,8,2020/4/18,553,561
Sichuan,7,2020/4/19,554,561
Sichuan,7,2020/4/20,554,561
Sichuan,7,2020/4/21,554,561
Tianjin,4,2020/1/22,0,4
Tianjin,4,2020/1/23,0,4
Tianjin,8,2020/1/24,0,8
Tianjin,10,2020/1/25,0,10
Tianjin,14,2020/1/26,0,14
Tianjin,23,2020/1/27,0,23
Tianjin,24,2020/1/28,0,24
Tianjin,27,2020/1/29,0,27
Tianjin,31,2020/1/30,0,31
Tianjin,32,2020/1/31,0,32
Tianjin,41,2020/2/1,0,41
Tianjin,47,2020/2/2,1,48
Tianjin,59,2020/2/3,1,60
Tianjin,65,2020/2/4,2,67
Tianjin,67,2020/2/5,2,69
Tianjin,77,2020/2/6,2,79
Tianjin,79,2020/2/7,2,81
Tianjin,84,2020/2/8,4,88
Tianjin,87,2020/2/9,4,91
Tianjin,87,2020/2/10,8,95
Tianjin,96,2020/2/11,10,106
Tianjin,101,2020/2/12,11,112
Tianjin,98,2020/2/13,21,119
Tianjin,89,2020/2/14,31,120
Tianjin,85,2020/2/15,37,122
Tianjin,79,2020/2/16,45,124
Tianjin,79,2020/2/17,46,125
Tianjin,80,2020/2/18,48,128
Tianjin,76,2020/2/19,54,130
Tianjin,72,2020/2/20,59,131
Tianjin,70,2020/2/21,62,132
Tianjin,70,2020/2/22,65,135
Tianjin,54,2020/2/23,81,135
Tianjin,48,2020/2/24,87,135
Tianjin,44,2020/2/25,91,135
Tianjin,39,2020/2/26,96,135
Tianjin,34,2020/2/27,102,136
Tianjin,34,2020/2/28,102,136
Tianjin,27,2020/2/29,109,136
Tianjin,25,2020/3/1,111,136
Tianjin,25,2020/3/2,111,136
Tianjin,12,2020/3/3,124,136
Tianjin,12,2020/3/4,124,136
Tianjin,8,2020/3/5,128,136
Tianjin,8,2020/3/6,128,136
Tianjin,8,2020/3/7,128,136
Tianjin,8,2020/3/8,128,136
Tianjin,6,2020/3/9,130,136
Tianjin,5,2020/3/10,131,136
Tianjin,5,2020/3/11,131,136
Tianjin,4,2020/3/12,132,136
Tianjin,4,2020/3/13,132,136
Tianjin,4,2020/3/14,132,136
Tianjin,3,2020/3/15,133,136
Tianjin,3,2020/3/16,133,136
Tianjin,3,2020/3/17,133,136
Tianjin,3,2020/3/18,133,136
Tianjin,4,2020/3/19,133,137
Tianjin,4,2020/3/20,133,137
Tianjin,4,2020/3/21,133,137
Tianjin,4,2020/3/22,133,137
Tianjin,8,2020/3/23,133,141
Tianjin,12,2020/3/24,133,145
Tianjin,12,2020/3/25,133,145
Tianjin,18,2020/3/26,133,151
Tianjin,22,2020/3/27,133,155
Tianjin,28,2020/3/28,133,161
Tianjin,33,2020/3/29,133,166
Tianjin,41,2020/3/30,133,174
Tianjin,39,2020/3/31,135,174
Tianjin,41,2020/4/1,135,176
Tianjin,41,2020/4/2,135,176
Tianjin,40,2020/4/3,140,180
Tianjin,36,2020/4/4,144,180
Tianjin,36,2020/4/5,144,180
Tianjin,36,2020/4/6,144,180
Tianjin,29,2020/4/7,151,180
Tianjin,28,2020/4/8,152,180
Tianjin,30,2020/4/9,152,182
Tianjin,25,2020/4/10,158,183
Tianjin,22,2020/4/11,161,183
Tianjin,22,2020/4/12,161,183
Tianjin,20,2020/4/13,164,184
Tianjin,17,2020/4/14,168,185
Tianjin,14,2020/4/15,171,185
Tianjin,14,2020/4/16,172,186
Tianjin,16,2020/4/17,173,189
Tianjin,16,2020/4/18,173,189
Tianjin,15,2020/4/19,174,189
Tianjin,15,2020/4/20,174,189
Tianjin,13,2020/4/21,176,189
Tibet,0,2020/1/22,0,0
Tibet,0,2020/1/23,0,0
Tibet,0,2020/1/24,0,0
Tibet,0,2020/1/25,0,0
Tibet,0,2020/1/26,0,0
Tibet,0,2020/1/27,0,0
Tibet,0,2020/1/28,0,0
Tibet,0,2020/1/29,0,0
Tibet,1,2020/1/30,0,1
Tibet,1,2020/1/31,0,1
Tibet,1,2020/2/1,0,1
Tibet,1,2020/2/2,0,1
Tibet,1,2020/2/3,0,1
Tibet,1,2020/2/4,0,1
Tibet,1,2020/2/5,0,1
Tibet,1,2020/2/6,0,1
Tibet,1,2020/2/7,0,1
Tibet,1,2020/2/8,0,1
Tibet,1,2020/2/9,0,1
Tibet,1,2020/2/10,0,1
Tibet,1,2020/2/11,0,1
Tibet,0,2020/2/12,1,1
Tibet,0,2020/2/13,1,1
Tibet,0,2020/2/14,1,1
Tibet,0,2020/2/15,1,1
Tibet,0,2020/2/16,1,1
Tibet,0,2020/2/17,1,1
Tibet,0,2020/2/18,1,1
Tibet,0,2020/2/19,1,1
Tibet,0,2020/2/20,1,1
Tibet,0,2020/2/21,1,1
Tibet,0,2020/2/22,1,1
Tibet,0,2020/2/23,1,1
Tibet,0,2020/2/24,1,1
Tibet,0,2020/2/25,1,1
Tibet,0,2020/2/26,1,1
Tibet,0,2020/2/27,1,1
Tibet,0,2020/2/28,1,1
Tibet,0,2020/2/29,1,1
Tibet,0,2020/3/1,1,1
Tibet,0,2020/3/2,1,1
Tibet,0,2020/3/3,1,1
Tibet,0,2020/3/4,1,1
Tibet,0,2020/3/5,1,1
Tibet,0,2020/3/6,1,1
Tibet,0,2020/3/7,1,1
Tibet,0,2020/3/8,1,1
Tibet,0,2020/3/9,1,1
Tibet,0,2020/3/10,1,1
Tibet,0,2020/3/11,1,1
Tibet,0,2020/3/12,1,1
Tibet,0,2020/3/13,1,1
Tibet,0,2020/3/14,1,1
Tibet,0,2020/3/15,1,1
Tibet,0,2020/3/16,1,1
Tibet,0,2020/3/17,1,1
Tibet,0,2020/3/18,1,1
Tibet,0,2020/3/19,1,1
Tibet,0,2020/3/20,1,1
Tibet,0,2020/3/21,1,1
Tibet,0,2020/3/22,1,1
Tibet,0,2020/3/23,1,1
Tibet,0,2020/3/24,1,1
Tibet,0,2020/3/25,1,1
Tibet,0,2020/3/26,1,1
Tibet,0,2020/3/27,1,1
Tibet,0,2020/3/28,1,1
Tibet,0,2020/3/29,1,1
Tibet,0,2020/3/30,1,1
Tibet,0,2020/3/31,1,1
Tibet,0,2020/4/1,1,1
Tibet,0,2020/4/2,1,1
Tibet,0,2020/4/3,1,1
Tibet,0,2020/4/4,1,1
Tibet,0,2020/4/5,1,1
Tibet,0,2020/4/6,1,1
Tibet,0,2020/4/7,1,1
Tibet,0,2020/4/8,1,1
Tibet,0,2020/4/9,1,1
Tibet,0,2020/4/10,1,1
Tibet,0,2020/4/11,1,1
Tibet,0,2020/4/12,1,1
Tibet,0,2020/4/13,1,1
Tibet,0,2020/4/14,1,1
Tibet,0,2020/4/15,1,1
Tibet,0,2020/4/16,1,1
Tibet,0,2020/4/17,1,1
Tibet,0,2020/4/18,1,1
Tibet,0,2020/4/19,1,1
Tibet,0,2020/4/20,1,1
Tibet,0,2020/4/21,1,1
Xinjiang,0,2020/1/22,0,0
Xinjiang,2,2020/1/23,0,2
Xinjiang,2,2020/1/24,0,2
Xinjiang,3,2020/1/25,0,3
Xinjiang,4,2020/1/26,0,4
Xinjiang,5,2020/1/27,0,5
Xinjiang,10,2020/1/28,0,10
Xinjiang,13,2020/1/29,0,13
Xinjiang,14,2020/1/30,0,14
Xinjiang,17,2020/1/31,0,17
Xinjiang,18,2020/2/1,0,18
Xinjiang,21,2020/2/2,0,21
Xinjiang,24,2020/2/3,0,24
Xinjiang,29,2020/2/4,0,29
Xinjiang,32,2020/2/5,0,32
Xinjiang,36,2020/2/6,0,36
Xinjiang,39,2020/2/7,0,39
Xinjiang,42,2020/2/8,0,42
Xinjiang,45,2020/2/9,0,45
Xinjiang,49,2020/2/10,0,49
Xinjiang,52,2020/2/11,3,55
Xinjiang,56,2020/2/12,3,59
Xinjiang,57,2020/2/13,6,63
Xinjiang,59,2020/2/14,6,65
Xinjiang,60,2020/2/15,10,70
Xinjiang,59,2020/2/16,12,71
Xinjiang,63,2020/2/17,12,75
Xinjiang,64,2020/2/18,12,76
Xinjiang,56,2020/2/19,20,76
Xinjiang,54,2020/2/20,22,76
Xinjiang,52,2020/2/21,24,76
Xinjiang,51,2020/2/22,25,76
Xinjiang,48,2020/2/23,28,76
Xinjiang,46,2020/2/24,30,76
Xinjiang,46,2020/2/25,30,76
Xinjiang,42,2020/2/26,34,76
Xinjiang,33,2020/2/27,43,76
Xinjiang,24,2020/2/28,52,76
Xinjiang,14,2020/2/29,62,76
Xinjiang,12,2020/3/1,64,76
Xinjiang,10,2020/3/2,66,76
Xinjiang,8,2020/3/3,68,76
Xinjiang,7,2020/3/4,69,76
Xinjiang,6,2020/3/5,70,76
Xinjiang,5,2020/3/6,71,76
Xinjiang,4,2020/3/7,72,76
Xinjiang,3,2020/3/8,73,76
Xinjiang,3,2020/3/9,73,76
Xinjiang,3,2020/3/10,73,76
Xinjiang,3,2020/3/11,73,76
Xinjiang,3,2020/3/12,73,76
Xinjiang,3,2020/3/13,73,76
Xinjiang,3,2020/3/14,73,76
Xinjiang,3,2020/3/15,73,76
Xinjiang,3,2020/3/16,73,76
Xinjiang,3,2020/3/17,73,76
Xinjiang,3,2020/3/18,73,76
Xinjiang,3,2020/3/19,73,76
Xinjiang,3,2020/3/20,73,76
Xinjiang,3,2020/3/21,73,76
Xinjiang,3,2020/3/22,73,76
Xinjiang,3,2020/3/23,73,76
Xinjiang,3,2020/3/24,73,76
Xinjiang,3,2020/3/25,73,76
Xinjiang,3,2020/3/26,73,76
Xinjiang,3,2020/3/27,73,76
Xinjiang,3,2020/3/28,73,76
Xinjiang,3,2020/3/29,73,76
Xinjiang,3,2020/3/30,73,76
Xinjiang,3,2020/3/31,73,76
Xinjiang,3,2020/4/1,73,76
Xinjiang,3,2020/4/2,73,76
Xinjiang,3,2020/4/3,73,76
Xinjiang,3,2020/4/4,73,76
Xinjiang,3,2020/4/5,73,76
Xinjiang,3,2020/4/6,73,76
Xinjiang,3,2020/4/7,73,76
Xinjiang,3,2020/4/8,73,76
Xinjiang,3,2020/4/9,73,76
Xinjiang,3,2020/4/10,73,76
Xinjiang,3,2020/4/11,73,76
Xinjiang,3,2020/4/12,73,76
Xinjiang,3,2020/4/13,73,76
Xinjiang,3,2020/4/14,73,76
Xinjiang,3,2020/4/15,73,76
Xinjiang,3,2020/4/16,73,76
Xinjiang,3,2020/4/17,73,76
Xinjiang,3,2020/4/18,73,76
Xinjiang,3,2020/4/19,73,76
Xinjiang,3,2020/4/20,73,76
Xinjiang,3,2020/4/21,73,76
Yunnan,1,2020/1/22,0,1
Yunnan,2,2020/1/23,0,2
Yunnan,5,2020/1/24,0,5
Yunnan,11,2020/1/25,0,11
Yunnan,16,2020/1/26,0,16
Yunnan,26,2020/1/27,0,26
Yunnan,44,2020/1/28,0,44
Yunnan,55,2020/1/29,0,55
Yunnan,70,2020/1/30,0,70
Yunnan,82,2020/1/31,1,83
Yunnan,91,2020/2/1,2,93
Yunnan,102,2020/2/2,3,105
Yunnan,112,2020/2/3,5,117
Yunnan,117,2020/2/4,5,122
Yunnan,123,2020/2/5,5,128
Yunnan,126,2020/2/6,7,133
Yunnan,126,2020/2/7,12,138
Yunnan,121,2020/2/8,17,138
Yunnan,123,2020/2/9,18,141
Yunnan,130,2020/2/10,19,149
Yunnan,133,2020/2/11,20,153
Yunnan,128,2020/2/12,26,154
Yunnan,129,2020/2/13,27,156
Yunnan,126,2020/2/14,36,162
Yunnan,126,2020/2/15,42,168
Yunnan,129,2020/2/16,42,171
Yunnan,124,2020/2/17,47,171
Yunnan,115,2020/2/18,57,172
Yunnan,112,2020/2/19,60,172
Yunnan,95,2020/2/20,79,174
Yunnan,78,2020/2/21,96,174
Yunnan,67,2020/2/22,107,174
Yunnan,59,2020/2/23,115,174
Yunnan,50,2020/2/24,124,174
Yunnan,45,2020/2/25,129,174
Yunnan,30,2020/2/26,144,174
Yunnan,24,2020/2/27,150,174
Yunnan,18,2020/2/28,156,174
Yunnan,17,2020/2/29,157,174
Yunnan,11,2020/3/1,163,174
Yunnan,6,2020/3/2,168,174
Yunnan,5,2020/3/3,169,174
Yunnan,5,2020/3/4,169,174
Yunnan,5,2020/3/5,169,174
Yunnan,4,2020/3/6,170,174
Yunnan,4,2020/3/7,170,174
Yunnan,4,2020/3/8,170,174
Yunnan,4,2020/3/9,170,174
Yunnan,4,2020/3/10,170,174
Yunnan,4,2020/3/11,170,174
Yunnan,4,2020/3/12,170,174
Yunnan,4,2020/3/13,170,174
Yunnan,2,2020/3/14,172,174
Yunnan,2,2020/3/15,172,174
Yunnan,4,2020/3/16,172,176
Yunnan,4,2020/3/17,172,176
Yunnan,4,2020/3/18,172,176
Yunnan,4,2020/3/19,172,176
Yunnan,4,2020/3/20,172,176
Yunnan,4,2020/3/21,172,176
Yunnan,4,2020/3/22,172,176
Yunnan,4,2020/3/23,172,176
Yunnan,4,2020/3/24,172,176
Yunnan,4,2020/3/25,172,176
Yunnan,6,2020/3/26,172,178
Yunnan,8,2020/3/27,172,180
Yunnan,8,2020/3/28,172,180
Yunnan,8,2020/3/29,172,180
Yunnan,8,2020/3/30,172,180
Yunnan,10,2020/3/31,172,182
Yunnan,10,2020/4/1,172,182
Yunnan,11,2020/4/2,172,183
Yunnan,12,2020/4/3,172,184
Yunnan,12,2020/4/4,172,184
Yunnan,12,2020/4/5,172,184
Yunnan,12,2020/4/6,172,184
Yunnan,11,2020/4/7,173,184
Yunnan,11,2020/4/8,173,184
Yunnan,11,2020/4/9,173,184
Yunnan,11,2020/4/10,173,184
Yunnan,10,2020/4/11,174,184
Yunnan,10,2020/4/12,174,184
Yunnan,10,2020/4/13,174,184
Yunnan,9,2020/4/14,175,184
Yunnan,8,2020/4/15,176,184
Yunnan,8,2020/4/16,176,184
Yunnan,7,2020/4/17,177,184
Yunnan,7,2020/4/18,177,184
Yunnan,6,2020/4/19,178,184
Yunnan,6,2020/4/20,178,184
Yunnan,6,2020/4/21,178,184
Zhejiang,10,2020/1/22,0,10
Zhejiang,27,2020/1/23,0,27
Zhejiang,42,2020/1/24,1,43
Zhejiang,61,2020/1/25,1,62
Zhejiang,103,2020/1/26,1,104
Zhejiang,127,2020/1/27,1,128
Zhejiang,170,2020/1/28,3,173
Zhejiang,293,2020/1/29,3,296
Zhejiang,424,2020/1/30,4,428
Zhejiang,524,2020/1/31,14,538
Zhejiang,578,2020/2/1,21,599
Zhejiang,629,2020/2/2,32,661
Zhejiang,681,2020/2/3,43,724
Zhejiang,767,2020/2/4,62,829
Zhejiang,817,2020/2/5,78,895
Zhejiang,860,2020/2/6,94,954
Zhejiang,883,2020/2/7,123,1006
Zhejiang,873,2020/2/8,175,1048
Zhejiang,874,2020/2/9,201,1075
Zhejiang,850,2020/2/10,242,1092
Zhejiang,847,2020/2/11,270,1117
Zhejiang,810,2020/2/12,321,1131
Zhejiang,785,2020/2/13,360,1145
Zhejiang,752,2020/2/14,403,1155
Zhejiang,734,2020/2/15,428,1162
Zhejiang,711,2020/2/16,456,1167
Zhejiang,664,2020/2/17,507,1171
Zhejiang,637,2020/2/18,535,1172
Zhejiang,570,2020/2/19,604,1174
Zhejiang,542,2020/2/20,633,1175
Zhejiang,524,2020/2/21,679,1203
Zhejiang,486,2020/2/22,719,1205
Zhejiang,445,2020/2/23,760,1205
Zhejiang,423,2020/2/24,782,1205
Zhejiang,397,2020/2/25,808,1205
Zhejiang,338,2020/2/26,867,1205
Zhejiang,273,2020/2/27,932,1205
Zhejiang,230,2020/2/28,975,1205
Zhejiang,189,2020/2/29,1016,1205
Zhejiang,159,2020/3/1,1046,1205
Zhejiang,137,2020/3/2,1069,1206
Zhejiang,120,2020/3/3,1093,1213
Zhejiang,99,2020/3/4,1114,1213
Zhejiang,91,2020/3/5,1124,1215
Zhejiang,68,2020/3/6,1147,1215
Zhejiang,61,2020/3/7,1154,1215
Zhejiang,54,2020/3/8,1161,1215
Zhejiang,39,2020/3/9,1176,1215
Zhejiang,24,2020/3/10,1191,1215
Zhejiang,20,2020/3/11,1195,1215
Zhejiang,18,2020/3/12,1197,1215
Zhejiang,18,2020/3/13,1197,1215
Zhejiang,16,2020/3/14,1211,1227
Zhejiang,20,2020/3/15,1211,1231
Zhejiang,15,2020/3/16,1216,1231
Zhejiang,16,2020/3/17,1216,1232
Zhejiang,16,2020/3/18,1216,1232
Zhejiang,16,2020/3/19,1217,1233
Zhejiang,15,2020/3/20,1219,1234
Zhejiang,17,2020/3/21,1219,1236
Zhejiang,19,2020/3/22,1219,1238
Zhejiang,17,2020/3/23,1221,1238
Zhejiang,19,2020/3/24,1221,1240
Zhejiang,20,2020/3/25,1221,1241
Zhejiang,21,2020/3/26,1222,1243
Zhejiang,25,2020/3/27,1222,1247
Zhejiang,26,2020/3/28,1225,1251
Zhejiang,29,2020/3/29,1225,1254
Zhejiang,30,2020/3/30,1225,1255
Zhejiang,31,2020/3/31,1226,1257
Zhejiang,31,2020/4/1,1226,1257
Zhejiang,30,2020/4/2,1228,1258
Zhejiang,32,2020/4/3,1228,1260
Zhejiang,33,2020/4/4,1229,1262
Zhejiang,33,2020/4/5,1230,1263
Zhejiang,34,2020/4/6,1230,1264
Zhejiang,35,2020/4/7,1230,1265
Zhejiang,34,2020/4/8,1232,1266
Zhejiang,32,2020/4/9,1235,1267
Zhejiang,32,2020/4/10,1235,1267
Zhejiang,31,2020/4/11,1236,1267
Zhejiang,29,2020/4/12,1238,1267
Zhejiang,28,2020/4/13,1239,1267
Zhejiang,25,2020/4/14,1242,1267
Zhejiang,24,2020/4/15,1244,1268
Zhejiang,24,2020/4/16,1244,1268
Zhejiang,22,2020/4/17,1246,1268
Zhejiang,22,2020/4/18,1246,1268
Zhejiang,21,2020/4/19,1247,1268
Zhejiang,19,2020/4/20,1249,1268
Zhejiang,17,2020/4/21,1251,1268
Taiwan,1,2020/1/22,0,1
Taiwan,1,2020/1/23,0,1
Taiwan,3,2020/1/24,0,3
Taiwan,3,2020/1/25,0,3
Taiwan,4,2020/1/26,0,4
Taiwan,5,2020/1/27,0,5
Taiwan,8,2020/1/28,0,8
Taiwan,8,2020/1/29,0,8
Taiwan,9,2020/1/30,0,9
Taiwan,10,2020/1/31,0,10
Taiwan,10,2020/2/1,0,10
Taiwan,10,2020/2/2,0,10
Taiwan,10,2020/2/3,0,10
Taiwan,11,2020/2/4,0,11
Taiwan,11,2020/2/5,0,11
Taiwan,15,2020/2/6,1,16
Taiwan,15,2020/2/7,1,16
Taiwan,16,2020/2/8,1,17
Taiwan,17,2020/2/9,1,18
Taiwan,17,2020/2/10,1,18
Taiwan,17,2020/2/11,1,18
